budget_n,held_cluster,predictor,held_value,train_cluster_min,train_cluster_max,train_cluster_mean,train_cluster_sd,held_percentile,z_vs_train_clusters,outside_training_range
30,DRIAMS-B->DRIAMS-C|Staphylococcus aureus,source_to_target_nn_distance,11.805748193017369,10.775170906838037,13.182748506404222,11.627827715103658,0.8974255631056408,66.66666666666667,0.19825652982069858,False
30,DRIAMS-B->DRIAMS-C|Staphylococcus aureus,source_internal_diversity,10.475410621878744,8.212566459231324,9.592021888201351,8.622037793036615,0.490258978030005,100.0,3.7803954887057643,True
50,DRIAMS-A->DRIAMS-B|Escherichia coli,domain_auc_svd,0.9942292239415216,0.9853551912568306,0.9994191285956922,0.9924173532318145,0.004485249533594898,83.33333333333333,0.4039620752727479,False
50,DRIAMS-A->DRIAMS-B|Escherichia coli,centroid_distance_svd,0.8213404417037964,0.3598484098911285,0.90505336863654,0.56758742247309,0.1835568945065983,83.33333333333333,1.3824216187182483,False
50,DRIAMS-A->DRIAMS-B|Escherichia coli,covariance_distance_svd,0.7121804839896885,0.5053771404032915,0.79987465490877,0.6839660004003462,0.10327957224954215,66.66666666666667,0.2731855194091142,False
50,DRIAMS-A->DRIAMS-B|Escherichia coli,source_to_target_nn_distance,12.199859769671376,10.775170906838037,13.182748506404222,11.56214245232799,0.8608613023141429,83.33333333333333,0.7407898527080867,False
50,DRIAMS-A->DRIAMS-B|Escherichia coli,source_internal_diversity,8.379811144072734,8.212566459231324,10.475410621878744,8.971304372670948,0.8770591267434972,16.666666666666668,-0.6744051918077819,False
50,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis,domain_auc_svd,0.9994191285956922,0.9853551912568306,0.9942292239415216,0.991552369122786,0.0031735200980087127,100.0,2.47887494956856,True
50,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis,centroid_distance_svd,0.90505336863654,0.3598484098911285,0.8213404417037964,0.5536352679842994,0.15349594252876167,100.0,2.2894292504597815,True
50,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis,covariance_distance_svd,0.79987465490877,0.5053771404032915,0.7660956986186117,0.6693503052471659,0.08878387223548871,100.0,1.4701358070461683,True
50,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis,source_to_target_nn_distance,13.182748506404222,10.775170906838037,12.199859769671376,11.398327662872516,0.5147268386192961,100.0,3.466733633548696,True
50,DRIAMS-A->DRIAMS-B|Staphylococcus epidermidis,source_internal_diversity,8.212566459231324,8.379811144072734,10.475410621878744,8.999178486811184,0.8503743622396593,0.0,-0.9250185124444882,True
50,DRIAMS-A->DRIAMS-C|Escherichia coli,domain_auc_svd,0.9932775169625102,0.9853551912568306,0.9994191285956922,0.9925759710616497,0.004538267357098003,66.66666666666667,0.1545845243699065,False
50,DRIAMS-A->DRIAMS-C|Escherichia coli,centroid_distance_svd,0.46731471163885935,0.3598484098911285,0.90505336863654,0.6265917108172462,0.20095402935854972,16.666666666666668,-0.7926041577111093,False
50,DRIAMS-A->DRIAMS-C|Escherichia coli,covariance_distance_svd,0.672644106500195,0.5053771404032915,0.79987465490877,0.6905553966485951,0.10367323778629695,33.333333333333336,-0.17276676730518323,False
50,DRIAMS-A->DRIAMS-C|Escherichia coli,source_to_target_nn_distance,10.775170906838037,11.119237328878516,13.182748506404222,11.799590596133548,0.7942896633544443,0.0,-1.2897306065512446,True
50,DRIAMS-A->DRIAMS-C|Escherichia coli,source_internal_diversity,8.512616841644286,8.212566459231324,10.475410621878744,8.949170089742358,0.8924902227468888,50.0,-0.4891406504762112,False
50,DRIAMS-A->DRIAMS-C|Klebsiella pneumoniae,domain_auc_svd,0.9926792422484404,0.9853551912568306,0.9994191285956922,0.9926756835139946,0.004547553172786078,50.0,0.0007825602715528667,False
50,DRIAMS-A->DRIAMS-C|Klebsiella pneumoniae,centroid_distance_svd,0.5369187593460083,0.3598484098911285,0.90505336863654,0.6149910361993881,0.2090134349315166,33.333333333333336,-0.37352755280520716,False
50,DRIAMS-A->DRIAMS-C|Klebsiella pneumoniae,covariance_distance_svd,0.7660956986186117,0.5053771404032915,0.79987465490877,0.6749801312955257,0.09685003346784975,83.33333333333333,0.9407902512840396,False
50,DRIAMS-A->DRIAMS-C|Klebsiella pneumoniae,source_to_target_nn_distance,11.283856003002096,10.775170906838037,13.182748506404222,11.714809746772872,0.8825879130503117,50.0,-0.4882842121430785,False
50,DRIAMS-A->DRIAMS-C|Klebsiella pneumoniae,source_internal_diversity,8.537282455761114,8.212566459231324,10.475410621878744,8.945059154056219,0.8948206418203563,66.66666666666667,-0.4557077465999834,False
50,DRIAMS-A->DRIAMS-C|Proteus mirabilis,domain_auc_svd,0.9853551912568306,0.9914888444837071,0.9994191285956922,0.993896358679263,0.0028590669079039824,0.0,-2.987396831749565,True
50,DRIAMS-A->DRIAMS-C|Proteus mirabilis,centroid_distance_svd,0.3598484098911285,0.46731471163885935,0.90505336863654,0.6445027611085347,0.17561602951910305,0.0,-1.6208904847518046,True
50,DRIAMS-A->DRIAMS-C|Proteus mirabilis,covariance_distance_svd,0.5053771404032915,0.6564709016942178,0.79987465490877,0.7184332243314123,0.05496815302758876,0.0,-3.8759913184855783,True
50,DRIAMS-A->DRIAMS-C|Proteus mirabilis,source_to_target_nn_distance,11.119237328878516,10.775170906838037,13.182748506404222,11.742246192460135,0.8627056501860109,16.666666666666668,-0.7221569297097916,False
50,DRIAMS-A->DRIAMS-C|Proteus mirabilis,source_internal_diversity,9.592021888201351,8.212566459231324,10.475410621878744,8.769269248649513,0.8444913754895892,83.33333333333333,0.9742581907066277,False
50,DRIAMS-A->DRIAMS-C|Staphylococcus aureus,domain_auc_svd,0.9914888444837071,0.9853551912568306,0.9994191285956922,0.9928740831414502,0.004511240419315148,16.666666666666668,-0.30706380706559333,False
50,DRIAMS-A->DRIAMS-C|Staphylococcus aureus,centroid_distance_svd,0.5535149872303009,0.3598484098911285,0.90505336863654,0.6122249982186726,0.2100967157900919,50.0,-0.27944278313721477,False
50,DRIAMS-A->DRIAMS-C|Staphylococcus aureus,covariance_distance_svd,0.6564709016942178,0.5053771404032915,0.79987465490877,0.6932509307829248,0.10281650379033469,16.666666666666668,-0.3577249539987222,False
50,DRIAMS-A->DRIAMS-C|Staphylococcus aureus,source_to_target_nn_distance,11.206093775827707,10.775170906838037,13.182748506404222,11.727770117968602,0.8741542751893056,33.333333333333336,-0.5967783455934264,False
50,DRIAMS-A->DRIAMS-C|Staphylococcus aureus,source_internal_diversity,8.497927969308876,8.212566459231324,10.475410621878744,8.951618235131592,0.891023828544506,33.333333333333336,-0.5091786002668672,False
50,DRIAMS-B->DRIAMS-C|Staphylococcus aureus,domain_auc_svd,0.9922841958437064,0.9853551912568306,0.9994191285956922,0.9927415245814504,0.004543609558230208,33.333333333333336,-0.10065317714537322,False
50,DRIAMS-B->DRIAMS-C|Staphylococcus aureus,centroid_distance_svd,0.5828742980957031,0.3598484098911285,0.90505336863654,0.6073317797411056,0.2112557171766219,66.66666666666667,-0.11577192784304462,False
50,DRIAMS-B->DRIAMS-C|Staphylococcus aureus,covariance_distance_svd,0.7033335002769913,0.5053771404032915,0.79987465490877,0.6854404976857958,0.10367377913389152,50.0,0.17258946997665775,False
50,DRIAMS-B->DRIAMS-C|Staphylococcus aureus,source_to_target_nn_distance,11.805748193017369,10.775170906838037,13.182748506404222,11.627827715103658,0.8974255631056408,66.66666666666667,0.19825652982069858,False
50,DRIAMS-B->DRIAMS-C|Staphylococcus aureus,source_internal_diversity,10.475410621878744,8.212566459231324,9.592021888201351,8.622037793036615,0.490258978030005,100.0,3.7803954887057643,True
